indicator,indicator_name,use_code,building_use_group,last_use_discontinued,stock_buildings,demolished_buildings,demolition_rate_pct,demolished_buildings_with_area,demolished_area_coverage_pct,demolished_m2_total,median_demolished_m2_total
D6,Case-date proxy for felt 295,223,Production & energy,false,32006,1186,3.7055552083984256,1186,100.0,489372,215.0
D6,Case-date proxy for felt 295,910,Outbuildings & other,false,589301,21828,3.704049373749578,303,1.3881253435953822,20660,54.0
D6,Case-date proxy for felt 295,150,Housing,false,3288,121,3.680048661800486,121,100.0,72608,288.0
D6,Case-date proxy for felt 295,222,Production & energy,false,17549,645,3.675423101031398,645,100.0,876346,500.0
D6,Case-date proxy for felt 295,322,Commerce & services,false,23910,869,3.6344625679631952,869,100.0,586290,359.0
D6,Case-date proxy for felt 295,930,Outbuildings & other,false,1230748,44394,3.6070747220389556,2160,4.865522367887552,287757,100.0
D6,Case-date proxy for felt 295,217,Agriculture,false,102042,3664,3.590678348131162,3664,100.0,737159,140.0
D6,Case-date proxy for felt 295,521,Leisure,false,2456,87,3.542345276872964,87,100.0,12665,104.0
D6,Case-date proxy for felt 295,999,Outbuildings & other,false,38692,1360,3.5149384885764503,2,0.14705882352941177,0,0.0
D6,Case-date proxy for felt 295,339,Commerce & services,false,4384,146,3.3302919708029197,146,100.0,37025,43.5
D6,Case-date proxy for felt 295,231,Production & energy,false,2359,78,3.306485799067401,78,100.0,29674,188.5
D6,Case-date proxy for felt 295,333,Commerce & services,false,7680,251,3.268229166666667,251,100.0,171746,158.0
D6,Case-date proxy for felt 295,160,Housing,false,9610,309,3.2154006243496362,308,99.67637540453075,306191,479.5
D6,Case-date proxy for felt 295,334,Commerce & services,false,3614,115,3.1820697288323188,115,100.0,29089,145.0
D6,Case-date proxy for felt 295,429,Institutions,false,8719,277,3.176969835990366,277,100.0,327122,231.0
D6,Case-date proxy for felt 295,239,Production & energy,false,3148,100,3.176620076238882,100,100.0,65298,77.0
D6,Case-date proxy for felt 295,331,Commerce & services,false,3869,121,3.1274231067459293,121,100.0,82144,324.0
D6,Case-date proxy for felt 295,421,Institutions,false,12810,397,3.0991412958626072,397,100.0,321915,262.0
D6,Case-date proxy for felt 295,431,Institutions,false,1407,43,3.0561478322672353,43,100.0,121498,600.0
D6,Case-date proxy for felt 295,920,Outbuildings & other,false,705406,20803,2.9490818053716583,31,0.14901696870643658,1779,40.0
D6,Case-date proxy for felt 295,319,Transport,false,1000,29,2.9000000000000004,29,100.0,6499,100.0
D6,Case-date proxy for felt 295,221,Production & energy,false,2512,72,2.8662420382165608,72,100.0,141853,290.0
D6,Case-date proxy for felt 295,411,Institutions,false,955,26,2.7225130890052354,26,100.0,16535,241.0
D6,Case-date proxy for felt 295,539,Leisure,false,3008,81,2.69281914893617,81,100.0,26510,88.0
D6,Case-date proxy for felt 295,534,Leisure,false,337,9,2.6706231454005933,9,100.0,9263,66.0
D6,Case-date proxy for felt 295,311,Transport,false,1629,43,2.6396562308164517,43,100.0,13755,185.0
D6,Case-date proxy for felt 295,416,Institutions,false,992,26,2.620967741935484,26,100.0,4187,80.0
D6,Case-date proxy for felt 295,433,Institutions,false,2150,54,2.511627906976744,54,100.0,22670,243.5
D6,Case-date proxy for felt 295,532,Leisure,false,359,9,2.5069637883008355,9,100.0,8794,944.0
D6,Case-date proxy for felt 295,314,Transport,false,5766,138,2.3933402705515086,138,100.0,26231,122.0
D6,Case-date proxy for felt 295,439,Institutions,false,878,20,2.277904328018223,20,100.0,18622,372.5
D6,Case-date proxy for felt 295,120,Housing,false,1426413,32436,2.27395571969689,32435,99.99691700579602,3585041,101.0
D6,Case-date proxy for felt 295,585,Leisure,false,20917,460,2.199168140746761,460,100.0,9778,17.0
D6,Case-date proxy for felt 295,449,Institutions,false,3016,65,2.1551724137931036,65,100.0,21672,148.0
D6,Case-date proxy for felt 295,332,Commerce & services,false,523,11,2.1032504780114722,11,100.0,1852,86.0
D6,Case-date proxy for felt 295,419,Institutions,false,4954,104,2.0993136859103756,104,100.0,21989,102.0
D6,Case-date proxy for felt 295,443,Institutions,false,303,6,1.9801980198019802,6,100.0,894,156.0
D6,Case-date proxy for felt 295,529,Leisure,false,2171,39,1.7964071856287425,39,100.0,2388,21.0
D6,Case-date proxy for felt 295,413,Institutions,false,463,8,1.7278617710583155,8,100.0,8976,934.0
D6,Case-date proxy for felt 295,232,Production & energy,false,10149,171,1.6848950635530595,171,100.0,70679,50.0
D6,Case-date proxy for felt 295,415,Institutions,false,2436,39,1.600985221674877,39,100.0,15964,261.0
D6,Case-date proxy for felt 295,540,Leisure,false,23597,375,1.5891850658982072,375,100.0,12664,32.0
D6,Case-date proxy for felt 295,442,Institutions,false,891,14,1.5712682379349048,14,100.0,7754,150.5
D6,Case-date proxy for felt 295,412,Institutions,false,2623,40,1.5249714067861229,40,100.0,8574,88.0
D6,Case-date proxy for felt 295,535,Leisure,false,5355,76,1.419234360410831,76,100.0,25492,234.0
D6,Case-date proxy for felt 295,533,Leisure,false,2929,41,1.399795151928986,41,100.0,69310,1398.0
D6,Case-date proxy for felt 295,312,Transport,false,753,10,1.3280212483399734,10,100.0,89892,332.0
D6,Case-date proxy for felt 295,185,Housing,false,7846,97,1.236298750955901,97,100.0,7183,57.0
D6,Case-date proxy for felt 295,950,Outbuildings & other,false,59125,725,1.226215644820296,16,2.206896551724138,904,31.0
D6,Case-date proxy for felt 295,432,Institutions,false,167,2,1.1976047904191618,2,100.0,232,116.0
D6,Case-date proxy for felt 295,140,Housing,false,177204,1696,0.9570890047628723,1696,100.0,1137828,216.0
D6,Case-date proxy for felt 295,414,Institutions,false,3776,29,0.7680084745762712,29,100.0,9355,203.0
D6,Case-date proxy for felt 295,960,Outbuildings & other,false,9847,69,0.7007210317863308,4,5.797101449275362,55,13.5
D6,Case-date proxy for felt 295,940,Outbuildings & other,false,78179,489,0.6254876629273846,15,3.067484662576687,3076,12.0
D6,Case-date proxy for felt 295,522,Leisure,false,6486,40,0.6167129201356768,40,100.0,2235,24.0
D6,Case-date proxy for felt 295,121,Housing,false,1413,8,0.5661712668082095,8,100.0,1554,91.0
D6,Case-date proxy for felt 295,132,Housing,false,40884,128,0.31308091184815573,128,100.0,18002,135.0
D6,Case-date proxy for felt 295,523,Leisure,false,1603,4,0.2495321272613849,4,100.0,393,91.0
D6,Case-date proxy for felt 295,131,Housing,false,118804,245,0.20622201272684423,245,100.0,68722,180.0
D6,Case-date proxy for felt 295,,,false,28915,44,0.1521701538993602,0,0.0,0,
D6,Case-date proxy for felt 295,122,Housing,false,271,0,0.0,0,,0,
D6,Case-date proxy for felt 295,451,Institutions,false,30,0,0.0,0,,0,
D6,Case-date proxy for felt 295,444,Institutions,false,119,0,0.0,0,,0,
